Locus ID:YP_0969	KL Distance:0.690
Locus ID:YP_1081	KL Distance:0.223
Locus ID:YP_1832	KL Distance:0.223
Locus ID:YP_3252	KL Distance:0.223
Locus ID:YP_1321	KL Distance:0.223
Locus ID:YP_3191	KL Distance:0.223
Locus ID:YP_0532	KL Distance:0.223
Locus ID:YP_2964	KL Distance:0.223
Locus ID:YP_2787	KL Distance:0.222
Locus ID:YP_0131	KL Distance:0.222
Locus ID:YP_2466	KL Distance:0.222
Locus ID:YP_1348	KL Distance:0.222
Locus ID:YP_2246	KL Distance:0.222
Locus ID:YP_2356	KL Distance:0.222
Locus ID:YP_0766	KL Distance:0.222
Locus ID:YP_1840	KL Distance:0.222
Locus ID:YP_1713	KL Distance:0.222
Locus ID:YP_0892	KL Distance:0.222
Locus ID:YP_2995	KL Distance:0.222
Locus ID:YP_3022	KL Distance:0.222
Locus ID:YP_2795	KL Distance:0.222
Locus ID:YP_3248	KL Distance:0.222
Locus ID:YP_1916	KL Distance:0.222
Locus ID:YP_3679	KL Distance:0.222
Locus ID:YP_1787	KL Distance:0.222
Locus ID:YP_2939	KL Distance:0.222
Locus ID:YP_3603	KL Distance:0.222
Locus ID:YP_1670	KL Distance:0.222
Locus ID:YP_0763	KL Distance:0.221
Locus ID:YP_2078	KL Distance:0.221
Locus ID:YP_1509	KL Distance:0.221
Locus ID:YP_1564	KL Distance:0.221
Locus ID:YP_0661	KL Distance:0.221
Locus ID:YP_2613	KL Distance:0.221
Locus ID:YP_2660	KL Distance:0.221
Locus ID:YP_1269	KL Distance:0.221
Locus ID:YP_0273	KL Distance:0.221
Locus ID:YP_1894	KL Distance:0.221
Locus ID:YP_3531	KL Distance:0.220
Locus ID:YP_3098	KL Distance:0.220
Locus ID:YP_3290	KL Distance:0.220
Locus ID:YP_1234	KL Distance:0.220
Locus ID:YP_0313	KL Distance:0.220
Locus ID:YP_3051	KL Distance:0.220
Locus ID:YP_0196	KL Distance:0.220
Locus ID:YP_3672	KL Distance:0.220
Locus ID:YP_3736	KL Distance:0.220
Locus ID:YP_2359	KL Distance:0.220
Locus ID:YP_0565	KL Distance:0.220
Locus ID:YP_3941	KL Distance:0.220
Locus ID:YP_1798	KL Distance:0.220
Locus ID:YP_1363	KL Distance:0.220
Locus ID:YP_1664	KL Distance:0.220
Locus ID:YP_2542	KL Distance:0.220
Locus ID:YP_3387	KL Distance:0.219
Locus ID:YP_1100	KL Distance:0.219
Locus ID:YP_0513	KL Distance:0.219
Locus ID:YP_0067	KL Distance:0.219
Locus ID:YP_1489	KL Distance:0.219
Locus ID:YP_1184	KL Distance:0.219
Locus ID:YP_0683	KL Distance:0.219
Locus ID:YP_1271	KL Distance:0.219
Locus ID:YP_1861	KL Distance:0.219
Locus ID:YP_2040	KL Distance:0.219
Locus ID:YP_3335	KL Distance:0.219
Locus ID:YP_3777	KL Distance:0.219
Locus ID:YP_0232	KL Distance:0.218
Locus ID:YP_0833	KL Distance:0.218
Locus ID:YP_3733	KL Distance:0.218
Locus ID:YP_1303	KL Distance:0.218
Locus ID:YP_2906	KL Distance:0.218
Locus ID:YP_0706	KL Distance:0.218
Locus ID:YP_3621	KL Distance:0.218
Locus ID:YP_3461	KL Distance:0.218
Locus ID:YP_0607	KL Distance:0.218
Locus ID:YP_2662	KL Distance:0.218
Locus ID:YP_0663	KL Distance:0.218
Locus ID:YP_0489	KL Distance:0.218
Locus ID:YP_0697	KL Distance:0.218
Locus ID:YP_1593	KL Distance:0.218
Locus ID:YP_1065	KL Distance:0.218
Locus ID:YP_0884	KL Distance:0.218
Locus ID:YP_4036	KL Distance:0.218
Locus ID:YP_1536	KL Distance:0.218
Locus ID:YP_3835	KL Distance:0.217
Locus ID:YP_2982	KL Distance:0.217
Locus ID:YP_1801	KL Distance:0.217
Locus ID:YP_1657	KL Distance:0.217
Locus ID:YP_1814	KL Distance:0.217
Locus ID:YP_2473	KL Distance:0.217
Locus ID:YP_2171	KL Distance:0.217
Locus ID:YP_1589	KL Distance:0.217
Locus ID:YP_3974	KL Distance:0.217
Locus ID:YP_0628	KL Distance:0.217
Locus ID:YP_2403	KL Distance:0.217
Locus ID:YP_3728	KL Distance:0.217
Locus ID:YP_0340	KL Distance:0.217
Locus ID:YP_0933	KL Distance:0.217
Locus ID:YP_1718	KL Distance:0.217
Locus ID:YP_0101	KL Distance:0.217
Locus ID:YP_1171	KL Distance:0.217
Locus ID:YP_1034	KL Distance:0.217
Locus ID:YP_3770	KL Distance:0.217
Locus ID:YP_1328	KL Distance:0.217
Locus ID:YP_1554	KL Distance:0.217
Locus ID:YP_0534	KL Distance:0.216
Locus ID:YP_1430	KL Distance:0.216
Locus ID:YP_1973	KL Distance:0.216
Locus ID:YP_3073	KL Distance:0.216
Locus ID:YP_3900	KL Distance:0.216
Locus ID:YP_3053	KL Distance:0.216
Locus ID:YP_1553	KL Distance:0.216
Locus ID:YP_1054	KL Distance:0.216
Locus ID:YP_1891	KL Distance:0.216
Locus ID:YP_0288	KL Distance:0.216
Locus ID:YP_0245	KL Distance:0.216
Locus ID:YP_4014	KL Distance:0.216
Locus ID:YP_0248	KL Distance:0.216
Locus ID:YP_0282	KL Distance:0.216
Locus ID:YP_0562	KL Distance:0.216
Locus ID:YP_0089	KL Distance:0.216
Locus ID:YP_2856	KL Distance:0.216
Locus ID:YP_0425	KL Distance:0.216
Locus ID:YP_3166	KL Distance:0.216
Locus ID:YP_2740	KL Distance:0.216
Locus ID:YP_3667	KL Distance:0.216
Locus ID:YP_3449	KL Distance:0.216
Locus ID:YP_2800	KL Distance:0.215
Locus ID:YP_0265	KL Distance:0.215
Locus ID:YP_0652	KL Distance:0.215
Locus ID:YP_2080	KL Distance:0.215
Locus ID:YP_0378	KL Distance:0.215
Locus ID:YP_0405	KL Distance:0.215
Locus ID:YP_0494	KL Distance:0.215
Locus ID:YP_2248	KL Distance:0.215
Locus ID:YP_1590	KL Distance:0.215
Locus ID:YP_1991	KL Distance:0.215
Locus ID:YP_1577	KL Distance:0.215
Locus ID:YP_1675	KL Distance:0.215
Locus ID:YP_3919	KL Distance:0.215
Locus ID:YP_1576	KL Distance:0.215
Locus ID:YP_1292	KL Distance:0.215
Locus ID:YP_1306	KL Distance:0.215
Locus ID:YP_2116	KL Distance:0.215
Locus ID:YP_0481	KL Distance:0.215
Locus ID:YP_4031	KL Distance:0.214
Locus ID:YP_2122	KL Distance:0.214
Locus ID:YP_3135	KL Distance:0.214
Locus ID:YP_2789	KL Distance:0.214
Locus ID:YP_1747	KL Distance:0.214
Locus ID:YP_1855	KL Distance:0.214
Locus ID:YP_0029	KL Distance:0.214
Locus ID:YP_1105	KL Distance:0.213
Locus ID:YP_1442	KL Distance:0.213
Locus ID:YP_0750	KL Distance:0.213
Locus ID:YP_2000	KL Distance:0.213
Locus ID:YP_1596	KL Distance:0.213
Locus ID:YP_3227	KL Distance:0.213
Locus ID:YP_3158	KL Distance:0.213
Locus ID:YP_3556	KL Distance:0.213
Locus ID:YP_2916	KL Distance:0.213
Locus ID:YP_1769	KL Distance:0.213
Locus ID:YP_3402	KL Distance:0.213
Locus ID:YP_0731	KL Distance:0.213
Locus ID:YP_1209	KL Distance:0.213
Locus ID:YP_0556	KL Distance:0.213
Locus ID:YP_0348	KL Distance:0.212
Locus ID:YP_3653	KL Distance:0.212
Locus ID:YP_4034	KL Distance:0.212
Locus ID:YP_0198	KL Distance:0.212
Locus ID:YP_1320	KL Distance:0.212
Locus ID:YP_2612	KL Distance:0.212
Locus ID:YP_1875	KL Distance:0.212
Locus ID:YP_0678	KL Distance:0.212
Locus ID:YP_0350	KL Distance:0.212
Locus ID:YP_3980	KL Distance:0.212
Locus ID:YP_1212	KL Distance:0.212
Locus ID:YP_3271	KL Distance:0.212
Locus ID:YP_3968	KL Distance:0.212
Locus ID:YP_2263	KL Distance:0.212
Locus ID:YP_2954	KL Distance:0.212
Locus ID:YP_3267	KL Distance:0.212
Locus ID:YP_3189	KL Distance:0.211
Locus ID:YP_2811	KL Distance:0.211
Locus ID:YP_2953	KL Distance:0.211
Locus ID:YP_0221	KL Distance:0.211
Locus ID:YP_0413	KL Distance:0.211
Locus ID:YP_1863	KL Distance:0.211
Locus ID:YP_1008	KL Distance:0.211
Locus ID:YP_3242	KL Distance:0.211
Locus ID:YP_3231	KL Distance:0.211
Locus ID:YP_0109	KL Distance:0.211
Locus ID:YP_3013	KL Distance:0.211
Locus ID:YP_0896	KL Distance:0.211
Locus ID:YP_0298	KL Distance:0.211
Locus ID:YP_1529	KL Distance:0.211
Locus ID:YP_1083	KL Distance:0.210
Locus ID:YP_0262	KL Distance:0.210
Locus ID:YP_2382	KL Distance:0.210
Locus ID:YP_2360	KL Distance:0.210
Locus ID:YP_2432	KL Distance:0.210
Locus ID:YP_3598	KL Distance:0.210
Locus ID:YP_3273	KL Distance:0.210
Locus ID:YP_3833	KL Distance:0.210
Locus ID:YP_3203	KL Distance:0.210
Locus ID:YP_1753	KL Distance:0.210
Locus ID:YP_0104	KL Distance:0.210
Locus ID:YP_2462	KL Distance:0.209
Locus ID:YP_0930	KL Distance:0.209
Locus ID:YP_1805	KL Distance:0.209
Locus ID:YP_1052	KL Distance:0.209
Locus ID:YP_0580	KL Distance:0.209
Locus ID:YP_2760	KL Distance:0.209
Locus ID:YP_3920	KL Distance:0.209
Locus ID:YP_2533	KL Distance:0.209
Locus ID:YP_0578	KL Distance:0.209
Locus ID:YP_1465	KL Distance:0.209
Locus ID:YP_2654	KL Distance:0.209
Locus ID:YP_2797	KL Distance:0.208
Locus ID:YP_0261	KL Distance:0.208
Locus ID:YP_3469	KL Distance:0.208
Locus ID:YP_1937	KL Distance:0.208
Locus ID:YP_3948	KL Distance:0.208
Locus ID:YP_3579	KL Distance:0.208
Locus ID:YP_2410	KL Distance:0.208
Locus ID:YP_2783	KL Distance:0.208
Locus ID:YP_3747	KL Distance:0.208
Locus ID:YP_1158	KL Distance:0.208
Locus ID:YP_3269	KL Distance:0.208
Locus ID:YP_0471	KL Distance:0.208
Locus ID:YP_2341	KL Distance:0.208
Locus ID:YP_3078	KL Distance:0.208
Locus ID:YP_1379	KL Distance:0.208
Locus ID:YP_1549	KL Distance:0.208
Locus ID:YP_3155	KL Distance:0.208
Locus ID:YP_0903	KL Distance:0.208
Locus ID:YP_3799	KL Distance:0.208
Locus ID:YP_1273	KL Distance:0.208
Locus ID:YP_2477	KL Distance:0.208
Locus ID:YP_0514	KL Distance:0.208
Locus ID:YP_0625	KL Distance:0.208
Locus ID:YP_1433	KL Distance:0.207
Locus ID:YP_2022	KL Distance:0.207
Locus ID:YP_2084	KL Distance:0.207
Locus ID:YP_3696	KL Distance:0.207
Locus ID:YP_0841	KL Distance:0.207
Locus ID:YP_1898	KL Distance:0.207
Locus ID:YP_3093	KL Distance:0.207
Locus ID:YP_2907	KL Distance:0.207
Locus ID:YP_2281	KL Distance:0.207
Locus ID:YP_3364	KL Distance:0.207
Locus ID:YP_3036	KL Distance:0.207
Locus ID:YP_1021	KL Distance:0.207
Locus ID:YP_0456	KL Distance:0.206
Locus ID:YP_3897	KL Distance:0.206
Locus ID:YP_2409	KL Distance:0.206
Locus ID:YP_0287	KL Distance:0.206
Locus ID:YP_3054	KL Distance:0.206
Locus ID:YP_1550	KL Distance:0.206
Locus ID:YP_3864	KL Distance:0.206
Locus ID:YP_3212	KL Distance:0.206
Locus ID:YP_2127	KL Distance:0.206
Locus ID:YP_1099	KL Distance:0.206
Locus ID:YP_1976	KL Distance:0.206
Locus ID:YP_3391	KL Distance:0.206
Locus ID:YP_1111	KL Distance:0.206
Locus ID:YP_0105	KL Distance:0.206
Locus ID:YP_1943	KL Distance:0.206
Locus ID:YP_3912	KL Distance:0.206
Locus ID:YP_0462	KL Distance:0.206
Locus ID:YP_0938	KL Distance:0.205
Locus ID:YP_2510	KL Distance:0.205
Locus ID:YP_1371	KL Distance:0.205
Locus ID:YP_2816	KL Distance:0.205
Locus ID:YP_2065	KL Distance:0.205
Locus ID:YP_2673	KL Distance:0.205
Locus ID:YP_1005	KL Distance:0.205
Locus ID:YP_1459	KL Distance:0.205
Locus ID:YP_1926	KL Distance:0.205
Locus ID:YP_2118	KL Distance:0.205
Locus ID:YP_0460	KL Distance:0.205
Locus ID:YP_3711	KL Distance:0.205
Locus ID:YP_2958	KL Distance:0.205
Locus ID:YP_1744	KL Distance:0.204
Locus ID:YP_2893	KL Distance:0.204
Locus ID:YP_3632	KL Distance:0.204
Locus ID:YP_2232	KL Distance:0.204
Locus ID:YP_2596	KL Distance:0.204
Locus ID:YP_2300	KL Distance:0.204
Locus ID:YP_2174	KL Distance:0.204
Locus ID:YP_3742	KL Distance:0.204
Locus ID:YP_2980	KL Distance:0.204
Locus ID:YP_1628	KL Distance:0.203
Locus ID:YP_0558	KL Distance:0.203
Locus ID:YP_1742	KL Distance:0.203
Locus ID:YP_2571	KL Distance:0.203
Locus ID:YP_0424	KL Distance:0.203
Locus ID:YP_0388	KL Distance:0.203
Locus ID:YP_4020	KL Distance:0.203
Locus ID:YP_1350	KL Distance:0.203
Locus ID:YP_3187	KL Distance:0.203
Locus ID:YP_2230	KL Distance:0.203
Locus ID:YP_2525	KL Distance:0.203
Locus ID:YP_1919	KL Distance:0.203
Locus ID:YP_3969	KL Distance:0.202
Locus ID:YP_0535	KL Distance:0.202
Locus ID:YP_2145	KL Distance:0.202
Locus ID:YP_2106	KL Distance:0.202
Locus ID:YP_2509	KL Distance:0.202
Locus ID:YP_1795	KL Distance:0.202
Locus ID:YP_0364	KL Distance:0.202
Locus ID:YP_2591	KL Distance:0.202
Locus ID:YP_2291	KL Distance:0.202
Locus ID:YP_0887	KL Distance:0.202
Locus ID:YP_2411	KL Distance:0.202
Locus ID:YP_3254	KL Distance:0.202
Locus ID:YP_2685	KL Distance:0.201
Locus ID:YP_0837	KL Distance:0.201
Locus ID:YP_1810	KL Distance:0.201
Locus ID:YP_2107	KL Distance:0.201
Locus ID:YP_1561	KL Distance:0.201
Locus ID:YP_0616	KL Distance:0.201
Locus ID:YP_1994	KL Distance:0.201
Locus ID:YP_1586	KL Distance:0.201
Locus ID:YP_1333	KL Distance:0.201
Locus ID:YP_2495	KL Distance:0.201
Locus ID:YP_1066	KL Distance:0.201
Locus ID:YP_0800	KL Distance:0.201
Locus ID:YP_3552	KL Distance:0.201
Locus ID:YP_0028	KL Distance:0.201
Locus ID:YP_0268	KL Distance:0.201
Locus ID:YP_0618	KL Distance:0.201
Locus ID:YP_1959	KL Distance:0.201
Locus ID:YP_1218	KL Distance:0.200
Locus ID:YP_2365	KL Distance:0.200
Locus ID:YP_2031	KL Distance:0.200
Locus ID:YP_1568	KL Distance:0.200
Locus ID:YP_0332	KL Distance:0.200
Locus ID:YP_3551	KL Distance:0.200
Locus ID:YP_3815	KL Distance:0.200
Locus ID:YP_1722	KL Distance:0.200
Locus ID:YP_2766	KL Distance:0.200
Locus ID:YP_1686	KL Distance:0.200
Locus ID:YP_1352	KL Distance:0.200
Locus ID:YP_1729	KL Distance:0.200
Locus ID:YP_0951	KL Distance:0.200
Locus ID:YP_1884	KL Distance:0.200
Locus ID:YP_1558	KL Distance:0.200
Locus ID:YP_3491	KL Distance:0.199
Locus ID:YP_1793	KL Distance:0.199
Locus ID:YP_1391	KL Distance:0.199
Locus ID:YP_2458	KL Distance:0.199
Locus ID:YP_0359	KL Distance:0.199
Locus ID:YP_1980	KL Distance:0.199
Locus ID:YP_2358	KL Distance:0.199
Locus ID:YP_3000	KL Distance:0.199
Locus ID:YP_2102	KL Distance:0.199
Locus ID:YP_3594	KL Distance:0.199
Locus ID:YP_0573	KL Distance:0.199
Locus ID:YP_1588	KL Distance:0.198
Locus ID:YP_3316	KL Distance:0.198
Locus ID:YP_2295	KL Distance:0.198
Locus ID:YP_0579	KL Distance:0.198
Locus ID:YP_2056	KL Distance:0.198
Locus ID:YP_1025	KL Distance:0.198
Locus ID:YP_3336	KL Distance:0.198
Locus ID:YP_3028	KL Distance:0.198
Locus ID:YP_2928	KL Distance:0.198
Locus ID:YP_0431	KL Distance:0.198
Locus ID:YP_3046	KL Distance:0.198
Locus ID:YP_2157	KL Distance:0.198
Locus ID:YP_0184	KL Distance:0.198
Locus ID:YP_3005	KL Distance:0.197
Locus ID:YP_3986	KL Distance:0.197
Locus ID:YP_0467	KL Distance:0.197
Locus ID:YP_1473	KL Distance:0.197
Locus ID:YP_4017	KL Distance:0.197
Locus ID:YP_0128	KL Distance:0.197
Locus ID:YP_2146	KL Distance:0.197
Locus ID:YP_1267	KL Distance:0.197
Locus ID:YP_1232	KL Distance:0.197
Locus ID:YP_2129	KL Distance:0.197
Locus ID:YP_2659	KL Distance:0.197
Locus ID:YP_3284	KL Distance:0.197
Locus ID:YP_0897	KL Distance:0.196
Locus ID:YP_1138	KL Distance:0.196
Locus ID:YP_3426	KL Distance:0.196
Locus ID:YP_0010	KL Distance:0.196
Locus ID:YP_0653	KL Distance:0.196
Locus ID:YP_3407	KL Distance:0.196
Locus ID:YP_1055	KL Distance:0.196
Locus ID:YP_1128	KL Distance:0.196
Locus ID:YP_2324	KL Distance:0.196
Locus ID:YP_3610	KL Distance:0.196
Locus ID:YP_0066	KL Distance:0.196
Locus ID:YP_2149	KL Distance:0.196
Locus ID:YP_2646	KL Distance:0.196
Locus ID:YP_0421	KL Distance:0.196
Locus ID:YP_3511	KL Distance:0.196
Locus ID:YP_3909	KL Distance:0.196
Locus ID:YP_1344	KL Distance:0.196
Locus ID:YP_1007	KL Distance:0.196
Locus ID:YP_0257	KL Distance:0.195
Locus ID:YP_4001	KL Distance:0.195
Locus ID:YP_3995	KL Distance:0.195
Locus ID:YP_1921	KL Distance:0.195
Locus ID:YP_3412	KL Distance:0.195
Locus ID:YP_2366	KL Distance:0.195
Locus ID:YP_2917	KL Distance:0.195
Locus ID:YP_2363	KL Distance:0.195
Locus ID:YP_0271	KL Distance:0.195
Locus ID:YP_2474	KL Distance:0.195
Locus ID:YP_1314	KL Distance:0.195
Locus ID:YP_2778	KL Distance:0.195
Locus ID:YP_1481	KL Distance:0.195
Locus ID:YP_2998	KL Distance:0.195
Locus ID:YP_1972	KL Distance:0.195
Locus ID:YP_3325	KL Distance:0.195
Locus ID:YP_3140	KL Distance:0.195
Locus ID:YP_1623	KL Distance:0.194
Locus ID:YP_1263	KL Distance:0.194
Locus ID:YP_1702	KL Distance:0.194
Locus ID:YP_1242	KL Distance:0.194
Locus ID:YP_0809	KL Distance:0.194
Locus ID:YP_1970	KL Distance:0.194
Locus ID:YP_1951	KL Distance:0.194
Locus ID:YP_2423	KL Distance:0.194
Locus ID:YP_0377	KL Distance:0.194
Locus ID:YP_0948	KL Distance:0.194
Locus ID:YP_0998	KL Distance:0.194
Locus ID:YP_3265	KL Distance:0.194
Locus ID:YP_2579	KL Distance:0.194
Locus ID:YP_3888	KL Distance:0.194
Locus ID:YP_0635	KL Distance:0.194
Locus ID:YP_0397	KL Distance:0.194
Locus ID:YP_1096	KL Distance:0.194
Locus ID:YP_1504	KL Distance:0.194
Locus ID:YP_2260	KL Distance:0.194
Locus ID:YP_0360	KL Distance:0.194
Locus ID:YP_1975	KL Distance:0.194
Locus ID:YP_0720	KL Distance:0.193
Locus ID:YP_0525	KL Distance:0.193
Locus ID:YP_1434	KL Distance:0.193
Locus ID:YP_0992	KL Distance:0.193
Locus ID:YP_2551	KL Distance:0.193
Locus ID:YP_1897	KL Distance:0.193
Locus ID:YP_2631	KL Distance:0.193
Locus ID:YP_3021	KL Distance:0.193
Locus ID:YP_3949	KL Distance:0.193
Locus ID:YP_1883	KL Distance:0.192
Locus ID:YP_0815	KL Distance:0.192
Locus ID:YP_3403	KL Distance:0.192
Locus ID:YP_1304	KL Distance:0.192
Locus ID:YP_1049	KL Distance:0.192
Locus ID:YP_3921	KL Distance:0.192
Locus ID:YP_4016	KL Distance:0.192
Locus ID:YP_3813	KL Distance:0.192
Locus ID:YP_0047	KL Distance:0.192
Locus ID:YP_1500	KL Distance:0.192
Locus ID:YP_1721	KL Distance:0.192
Locus ID:YP_3168	KL Distance:0.192
Locus ID:YP_0598	KL Distance:0.192
Locus ID:YP_0846	KL Distance:0.192
Locus ID:YP_1355	KL Distance:0.192
Locus ID:YP_2428	KL Distance:0.191
Locus ID:YP_0429	KL Distance:0.191
Locus ID:YP_2352	KL Distance:0.191
Locus ID:YP_2465	KL Distance:0.191
Locus ID:YP_2749	KL Distance:0.191
Locus ID:YP_3255	KL Distance:0.191
Locus ID:YP_1546	KL Distance:0.191
Locus ID:YP_3939	KL Distance:0.191
Locus ID:YP_3179	KL Distance:0.191
Locus ID:YP_3514	KL Distance:0.191
Locus ID:YP_0655	KL Distance:0.191
Locus ID:YP_3510	KL Distance:0.191
Locus ID:YP_0237	KL Distance:0.191
Locus ID:YP_0715	KL Distance:0.191
Locus ID:YP_1636	KL Distance:0.191
Locus ID:YP_2808	KL Distance:0.191
Locus ID:YP_1852	KL Distance:0.191
Locus ID:YP_2374	KL Distance:0.191
Locus ID:YP_0392	KL Distance:0.191
Locus ID:YP_2610	KL Distance:0.191
Locus ID:YP_2307	KL Distance:0.191
Locus ID:YP_2676	KL Distance:0.191
Locus ID:YP_1207	KL Distance:0.190
Locus ID:YP_3532	KL Distance:0.190
Locus ID:YP_0367	KL Distance:0.190
Locus ID:YP_3235	KL Distance:0.190
Locus ID:YP_2507	KL Distance:0.190
Locus ID:YP_1676	KL Distance:0.190
Locus ID:YP_3259	KL Distance:0.190
Locus ID:YP_2698	KL Distance:0.190
Locus ID:YP_3041	KL Distance:0.190
Locus ID:YP_3178	KL Distance:0.190
Locus ID:YP_2695	KL Distance:0.190
Locus ID:YP_0097	KL Distance:0.190
Locus ID:YP_0113	KL Distance:0.190
Locus ID:YP_2962	KL Distance:0.190
Locus ID:YP_3982	KL Distance:0.190
Locus ID:YP_0755	KL Distance:0.190
Locus ID:YP_0889	KL Distance:0.190
Locus ID:YP_0285	KL Distance:0.189
Locus ID:YP_1216	KL Distance:0.189
Locus ID:YP_1606	KL Distance:0.189
Locus ID:YP_2420	KL Distance:0.189
Locus ID:YP_0780	KL Distance:0.189
Locus ID:YP_0549	KL Distance:0.189
Locus ID:YP_3530	KL Distance:0.189
Locus ID:YP_1760	KL Distance:0.189
Locus ID:YP_0116	KL Distance:0.189
Locus ID:YP_0950	KL Distance:0.189
Locus ID:YP_2743	KL Distance:0.189
Locus ID:YP_0550	KL Distance:0.189
Locus ID:YP_2071	KL Distance:0.189
Locus ID:YP_3606	KL Distance:0.189
Locus ID:YP_0576	KL Distance:0.189
Locus ID:YP_3323	KL Distance:0.189
Locus ID:YP_1470	KL Distance:0.189
Locus ID:YP_1487	KL Distance:0.189
Locus ID:YP_2439	KL Distance:0.188
Locus ID:YP_2855	KL Distance:0.188
Locus ID:YP_0845	KL Distance:0.188
Locus ID:YP_0038	KL Distance:0.188
Locus ID:YP_1453	KL Distance:0.188
Locus ID:YP_0585	KL Distance:0.188
Locus ID:YP_1878	KL Distance:0.188
Locus ID:YP_3541	KL Distance:0.188
Locus ID:YP_2278	KL Distance:0.188
Locus ID:YP_2963	KL Distance:0.188
Locus ID:YP_3581	KL Distance:0.187
Locus ID:YP_3363	KL Distance:0.187
Locus ID:YP_1674	KL Distance:0.187
Locus ID:YP_3636	KL Distance:0.187
Locus ID:YP_2041	KL Distance:0.187
Locus ID:YP_1842	KL Distance:0.187
Locus ID:YP_1758	KL Distance:0.187
Locus ID:YP_2526	KL Distance:0.187
Locus ID:YP_0048	KL Distance:0.187
Locus ID:YP_0741	KL Distance:0.187
Locus ID:YP_2644	KL Distance:0.187
Locus ID:YP_0877	KL Distance:0.187
Locus ID:YP_1932	KL Distance:0.187
Locus ID:YP_2241	KL Distance:0.187
Locus ID:YP_1807	KL Distance:0.187
Locus ID:YP_1913	KL Distance:0.187
Locus ID:YP_0063	KL Distance:0.186
Locus ID:YP_2750	KL Distance:0.186
Locus ID:YP_0036	KL Distance:0.186
Locus ID:YP_2656	KL Distance:0.186
Locus ID:YP_3725	KL Distance:0.186
Locus ID:YP_2166	KL Distance:0.186
Locus ID:YP_2425	KL Distance:0.186
Locus ID:YP_0449	KL Distance:0.186
Locus ID:YP_3831	KL Distance:0.186
Locus ID:YP_3575	KL Distance:0.186
Locus ID:YP_0054	KL Distance:0.186
Locus ID:YP_0749	KL Distance:0.186
Locus ID:YP_2678	KL Distance:0.186
Locus ID:YP_3333	KL Distance:0.186
Locus ID:YP_3898	KL Distance:0.186
Locus ID:YP_1710	KL Distance:0.185
Locus ID:YP_1886	KL Distance:0.185
Locus ID:YP_1027	KL Distance:0.185
Locus ID:YP_1012	KL Distance:0.185
Locus ID:YP_3881	KL Distance:0.185
Locus ID:YP_2195	KL Distance:0.185
Locus ID:YP_2745	KL Distance:0.185
Locus ID:YP_2674	KL Distance:0.185
Locus ID:YP_1661	KL Distance:0.185
Locus ID:YP_2414	KL Distance:0.185
Locus ID:YP_0582	KL Distance:0.185
Locus ID:YP_4019	KL Distance:0.185
Locus ID:YP_3397	KL Distance:0.184
Locus ID:YP_3029	KL Distance:0.184
Locus ID:YP_1903	KL Distance:0.184
Locus ID:YP_2229	KL Distance:0.184
Locus ID:YP_0338	KL Distance:0.184
Locus ID:YP_4009	KL Distance:0.184
Locus ID:YP_0408	KL Distance:0.184
Locus ID:YP_1746	KL Distance:0.184
Locus ID:YP_3099	KL Distance:0.184
Locus ID:YP_3946	KL Distance:0.184
Locus ID:YP_3997	KL Distance:0.184
Locus ID:YP_2467	KL Distance:0.184
Locus ID:YP_1299	KL Distance:0.184
Locus ID:YP_2966	KL Distance:0.184
Locus ID:YP_1800	KL Distance:0.184
Locus ID:YP_2448	KL Distance:0.183
Locus ID:YP_2945	KL Distance:0.183
Locus ID:YP_0974	KL Distance:0.183
Locus ID:YP_1471	KL Distance:0.183
Locus ID:YP_1958	KL Distance:0.183
Locus ID:YP_2925	KL Distance:0.183
Locus ID:YP_2326	KL Distance:0.183
Locus ID:YP_2878	KL Distance:0.183
Locus ID:YP_0175	KL Distance:0.183
Locus ID:YP_2515	KL Distance:0.183
Locus ID:YP_2619	KL Distance:0.183
Locus ID:YP_1556	KL Distance:0.183
Locus ID:YP_0197	KL Distance:0.183
Locus ID:YP_3841	KL Distance:0.183
Locus ID:YP_0383	KL Distance:0.183
Locus ID:YP_3285	KL Distance:0.183
Locus ID:YP_0142	KL Distance:0.183
Locus ID:YP_2575	KL Distance:0.183
Locus ID:YP_2833	KL Distance:0.183
Locus ID:YP_0417	KL Distance:0.182
Locus ID:YP_3658	KL Distance:0.182
Locus ID:YP_1811	KL Distance:0.182
Locus ID:YP_2388	KL Distance:0.182
Locus ID:YP_0594	KL Distance:0.182
Locus ID:YP_2385	KL Distance:0.182
Locus ID:YP_2153	KL Distance:0.182
Locus ID:YP_2774	KL Distance:0.182
Locus ID:YP_0866	KL Distance:0.182
Locus ID:YP_1318	KL Distance:0.182
Locus ID:YP_0927	KL Distance:0.182
Locus ID:YP_0174	KL Distance:0.182
Locus ID:YP_2238	KL Distance:0.182
Locus ID:YP_3260	KL Distance:0.182
Locus ID:YP_1952	KL Distance:0.182
Locus ID:YP_3596	KL Distance:0.182
Locus ID:YP_3216	KL Distance:0.182
Locus ID:YP_2335	KL Distance:0.181
Locus ID:YP_3710	KL Distance:0.181
Locus ID:YP_1528	KL Distance:0.181
Locus ID:YP_3693	KL Distance:0.181
Locus ID:YP_2511	KL Distance:0.181
Locus ID:YP_2226	KL Distance:0.181
Locus ID:YP_0813	KL Distance:0.181
Locus ID:YP_0136	KL Distance:0.181
Locus ID:YP_0953	KL Distance:0.181
Locus ID:YP_2313	KL Distance:0.181
Locus ID:YP_0761	KL Distance:0.181
